,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y
9728,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,0,0
9729,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,1,0
9730,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,0,0
9731,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,0,0
9732,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,0,0,0,0
9733,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,0,0,1,0
9734,Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,1,0,0
9735,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,1,0,0
9736,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,0,0
9737,Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,1,0
9738,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,1,0
9739,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,0,0,1,0
9740,Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,1,0,0
9741,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,never,gt8,4~8,1~3,less1,1,0,1,0
9742,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,0
9743,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9744,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9745,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9746,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9747,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9748,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9749,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9750,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,0,0,0,0
9751,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,0,0,0,1
9752,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,0,0,1,1
9753,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,0,0,0,1
9754,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,0,0,1,1
9755,Home,Alone,Rainy,55,6PM,Bar,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,1,0,0
9756,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,1,0,0
9757,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,0,1
9758,Work,Alone,Sunny,30,7AM,Bar,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,1,0
9759,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,1,1
9760,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,0,0,1,1
9761,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,0,0,0,1
9762,Work,Alone,Rainy,55,7AM,Bar,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,1,0,0
9763,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,50plus,Single,1,Bachelors degree,Legal,$25000 - $37499,never,less1,4~8,1~3,less1,1,0,1,1
9764,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,1
9765,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,0
9766,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,1
9767,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,1
9768,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,0,0,0,0
9769,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,0,0,0,1
9770,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,0,0,0,1
9771,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,0,0,0,0
9772,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,1
9773,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,1,1
9774,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,0
9775,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,0
9776,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,0,0,0,1
9777,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,0,0,1,1
9778,Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,1,0,0
9779,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,1,0,0
9780,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,0,1
9781,Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,1,1
9782,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,1,0
9783,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,0,0,1,1
9784,Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,1,0,0
9785,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,never,4~8,4~8,4~8,less1,1,0,1,1
9786,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,1
9787,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,1
9788,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,1
9789,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,1
9790,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,0,0
9791,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,0,1
9792,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,0,1
9793,No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,0,1
9794,No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,1
9795,Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,1,1
9796,Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,0
9797,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,0
9798,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,0,1
9799,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,1,1
9800,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,1,0,0
9801,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,1,0,0
9802,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,0,0
9803,Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,1,0
9804,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,1,0
9805,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,1,1
9806,Work,Alone,Rainy,55,7AM,Bar,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,1,0,0
9807,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,1,0,1,1
9808,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9809,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9810,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9811,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9812,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9813,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9814,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9815,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9816,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,0,0,0,0
9817,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,0,0,0,0
9818,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,0,0,1,1
9819,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,0,0,0,1
9820,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,0,0,1,1
9821,Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,1,0,1
9822,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,1,0,1
9823,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,0,1
9824,Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,1,1
9825,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,1,1
9826,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,0,0,1,1
9827,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,0,0,0,1
9828,Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,1,0,1
9829,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,1~3,4~8,less1,never,never,1,0,1,1
9830,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,0,0
9831,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,0,0
9832,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,0,0
9833,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,0,0
9834,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,0,0
9835,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,0,0
9836,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,0,0
9837,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,0,0
9838,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,0,0
9839,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,1,0
9840,Home,Alone,Rainy,55,6PM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,1,0,0
9841,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,1,0,0
9842,Home,Partner,Sunny,55,10PM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,1,0,0
9843,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,1,0
9844,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,0,0
9845,Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,1,0
9846,Work,Alone,Sunny,30,7AM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,1,0
9847,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,0,0
9848,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,1,0
9849,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,0,0,1,0
9850,Work,Alone,Rainy,55,7AM,Bar,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,1,0,0
9851,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,less1,1~3,4~8,1~3,1,0,1,0
9852,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,0,0,1
9853,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,0,0,1
9854,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,0,0,1
9855,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,0,0
9856,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,0,1
9857,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,0,0
9858,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,0,0
9859,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,0,1
9860,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,1,1
9861,Home,Alone,Rainy,55,6PM,Bar,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,1,0,0
9862,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,1,0,0
9863,Home,Partner,Sunny,55,10PM,Bar,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,1,0,0
9864,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,1,0
9865,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,0,0,0
9866,Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,1,1
9867,Work,Alone,Sunny,30,7AM,Bar,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,0,1,0
9868,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,0,0,0
9869,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,0,1,0
9870,Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,0,0,1,1
9871,Work,Alone,Rainy,55,7AM,Bar,1d,Female,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$37500 - $49999,less1,never,1~3,less1,never,1,1,0,0
